Ngrams,Class
edge of,neutral
of their,neutral
their seats,neutral
seats ready,neutral
ready to,neutral
to hear,neutral
hear the,neutral
the british,neutral
british band,neutral
often described,neutral
described as,neutral
as the,neutral
the beatles,neutral
beatles of,neutral
of the,neutral
the nineties,neutral
he watched,neutral
watched the,neutral
the show,neutral
show from,neutral
from a,neutral
a private,neutral
liam is,neutral
is not,neutral
not going,neutral
going to,neutral
to be,neutral
be with,neutral
with us,neutral
we will,neutral
will continue,neutral
continue to,neutral
to fight,neutral
fight for,neutral
for and,neutral
and to,neutral
to safeguard,neutral
safeguard the,neutral
the quality,neutral
distinctiveness and,neutral
and independence,neutral
independence of,neutral
of the,neutral
the world,neutral
world service,neutral
service and,neutral
and all,neutral
all our,neutral
our global,neutral
global journalism,neutral
he said,neutral
and it,neutral
it is,neutral
is extraordinary,neutral
extraordinary that,neutral
that anyone,neutral
anyone should,neutral
should suggest,neutral
suggest otherwise,neutral
birt vows,neutral
vows to,neutral
to safeguard,neutral
safeguard bbc,neutral
bbc world,neutral
bbc director,neutral
director general,neutral
general john,neutral
john birt,neutral
birt vowed,neutral
vowed on,neutral
on friday,neutral
friday to,neutral
to safeguard,neutral
safeguard the,neutral
the corporation,neutral
corporation s,neutral
s much,neutral
much praised,neutral
london october,neutral
october futures,neutral
futures for,neutral
for the,neutral
the international,neutral
international benchmark,neutral
benchmark brent,neutral
brent blend,neutral
blend of,neutral
of crude,neutral
crude were,neutral
were trading,neutral
trading in,neutral
in london,neutral
london at,neutral
at around,neutral
they cited,neutral
cited stronger,neutral
stronger than,neutral
than expected,neutral
expected demand,neutral
demand growth,neutral
growth for,neutral
for oil,neutral
oil products,neutral
products this,neutral
this year,neutral
year from,neutral
from china,neutral
other asian,neutral
asian nations,neutral
latin america,neutral
america and,neutral
closing stock,neutral
stock market,neutral
here is,neutral
is how,neutral
how major,neutral
major stock,neutral
stock markets,neutral
markets outside,neutral
outside the,neutral
the united,neutral
united states,neutral
states ended,neutral
equities ended,neutral
ended almost,neutral
almost unchanged,neutral
unchanged from,neutral
from closing,neutral
closing levels,neutral
levels on,neutral
on thursday,neutral
thursday as,neutral
as a,neutral
a weaker,neutral
weaker dollar,neutral
dollar and,neutral
and softer,neutral
softer german,neutral
german bonds,neutral
bonds weighed,neutral
the first,neutral
first dividend,neutral
dividend at,neutral
at the,neutral
the higher,neutral
higher rate,neutral
rate will,neutral
will be,neutral
be payable,neutral
payable sept,neutral
to shareholders,neutral
shareholders of,neutral
of record,neutral
the increase,neutral
increase is,neutral
is the,neutral
the fourth,neutral
fourth in,neutral
in the,neutral
the past,neutral
past four,neutral
four years,neutral
and makes,neutral
makes the,neutral
the new,neutral
new annual,neutral
annual dividend,neutral
per share,neutral
the palestinian,neutral
palestinian journalists,neutral
journalists syndicate,neutral
syndicate in,neutral
in gaza,neutral
which called,neutral
called the,neutral
the boycott,neutral
ended it,neutral
it after,neutral
after the,neutral
the man,neutral
man s,neutral
s commander,neutral
the member,neutral
member of,neutral
of the,neutral
the elite,neutral
elite force,neutral
unit had,neutral
had stopped,neutral
stopped a,neutral
a reuters,neutral
reuters television,neutral
television crew,neutral
crew and,neutral
and a,neutral
a world,neutral
world television,neutral
television news,neutral
news man,neutral
man about,neutral
metres yards,neutral
from palestinian,neutral
palestinian president,neutral
president yasser,neutral
yasser arafat,neutral
arafat s,neutral
s office,neutral
office on,neutral
on saturday,neutral
saturday morning,neutral
morning and,neutral
and made,neutral
made them,neutral
them sit,neutral
sit in,neutral
the jury,neutral
jury at,neutral
at marion,neutral
marion county,neutral
county superior,neutral
superior court,neutral
court found,neutral
found for,neutral
for r,neutral
r j,neutral
reynolds tobacco,neutral
tobacco co,neutral
liggett group,neutral
group inc,neutral
philip morris,neutral
morris inc,neutral
and the,neutral
the american,neutral
american tobacco,neutral
tobacco co,neutral
now owned,neutral
owned by,neutral
by brown,neutral
brown amp,neutral
a unit,neutral
unit of,neutral
rjr nabisco,neutral
nabisco holdings,neutral
holdings corp,neutral
corp is,neutral
is the,neutral
the parent,neutral
parent company,neutral
company of,neutral
of r,neutral
r j,neutral
reynolds tobacco,neutral
tobacco co,neutral
liggett is,neutral
is a,neutral
a subsidiary,neutral
subsidiary of,neutral
the suit,neutral
suit was,neutral
was filed,neutral
filed by,neutral
by the,neutral
the widow,neutral
widow and,neutral
and three,neutral
three children,neutral
children of,neutral
of richard,neutral
richard rogers,neutral
an indianapolis,neutral
indianapolis lawyer,neutral
lawyer who,neutral
who died,neutral
died at,neutral
at the,neutral
the age,neutral
bbc director,neutral
director general,neutral
general john,neutral
john birt,neutral
birt said,neutral
said on,neutral
on friday,neutral
friday that,neutral
that the,neutral
the television,neutral
television licence,neutral
licence fee,neutral
fee should,neutral
should be,neutral
be increased,neutral
increased above,neutral
above the,neutral
the level,neutral
level of,neutral
of inflation,neutral
inflation to,neutral
to protect,neutral
protect what,neutral
what he,neutral
he called,neutral
called the,neutral
the most,neutral
most successful,neutral
successful cultural,neutral
speaking at,neutral
at the,neutral
the edinburgh,neutral
edinburgh international,neutral
international television,neutral
television festival,neutral
birt said,neutral
said the,neutral
the first,neutral
first increase,neutral
increase in,neutral
in real,neutral
real terms,neutral
terms since,neutral
was needed,neutral
needed to,neutral
to help,neutral
help fund,neutral
fund an,neutral
an expansion,neutral
expansion of,neutral
of services,neutral
services in,neutral
polish venture,neutral
venture starts,neutral
starts to,neutral
to assemble,neutral
assemble hyundai,neutral
a joint,neutral
joint venture,neutral
venture of,neutral
of polish,neutral
polish trader,neutral
trader phz,neutral
phz universal,neutral
universal sa,neutral
sa and,neutral
and south,neutral
south korea,neutral
korea s,neutral
s hyundai,neutral
hyundai has,neutral
has started,neutral
started to,neutral
to assemble,neutral
assemble hyundai,neutral
hyundai cars,neutral
zycie warszawy,neutral
warszawy daily,neutral
it said,neutral
said the,neutral
the company,neutral
company started,neutral
started to,neutral
to assemble,neutral
assemble the,neutral
the accent,neutral
accent family,neutral
family car,neutral
car model,neutral
model on,neutral
on friday,neutral
friday from,neutral
from kits,neutral
kits supplied,neutral
supplied by,neutral
by hyundai,neutral
hyundai and,neutral
and that,neutral
that it,neutral
it would,neutral
would make,neutral
make some,neutral
it said,neutral
said the,neutral
the price,neutral
price of,neutral
of the,neutral
the polish,neutral
polish made,neutral
made accent,neutral
accent would,neutral
would remain,neutral
remain unchanged,neutral
unchanged at,neutral
earlier this,neutral
this month,neutral
month poland,neutral
poland s,neutral
s industry,neutral
industry ministry,neutral
ministry gave,neutral
gave universal,neutral
universal the,neutral
the go,neutral
go ahead,neutral
ahead to,neutral
to begin,neutral
begin production,neutral
production of,neutral
the prime,neutral
prime minister,neutral
minister was,neutral
was also,neutral
also scheduled,neutral
scheduled to,neutral
to visit,neutral
visit the,neutral
the nearby,neutral
nearby itaipu,neutral
itaipu hydroelectric,neutral
hydroelectric plant,neutral
plant before,neutral
before departing,neutral
departing for,neutral
for brazil,neutral
brazil s,neutral
s financial,neutral
financial and,neutral
and industrial,neutral
industrial center,neutral
center of,neutral
of sao,neutral
sao paulo,neutral
home to,neutral
to most,neutral
most of,neutral
of the,neutral
who flew,neutral
flew in,neutral
in from,neutral
from chile,neutral
was on,neutral
on a,neutral
a day,neutral
day tour,neutral
tour of,neutral
of latin,neutral
latin america,neutral
america to,neutral
to promote,neutral
promote trade,neutral
trade and,neutral
and investment,neutral
investment with,neutral
with a,neutral
a region,neutral
region still,neutral
still viewed,neutral
viewed cautiously,neutral
japan s,neutral
s hashimoto,neutral
hashimoto opens,neutral
opens brazil,neutral
brazil visit,neutral
visit with,neutral
japanese prime,neutral
prime minister,neutral
minister ryutaro,neutral
ryutaro hashimoto,neutral
hashimoto arrived,neutral
arrived in,neutral
in brazil,neutral
brazil on,neutral
on saturday,neutral
saturday to,neutral
to boost,neutral
boost trade,neutral
trade with,neutral
with latin,neutral
latin america,neutral
america s,neutral
s biggest,neutral
biggest economy,neutral
economy and,neutral
and reaffirm,neutral
reaffirm ties,neutral
ties with,neutral
with the,neutral
the world,neutral
world s,neutral
s largest,neutral
largest japanese,neutral
hashimoto began,neutral
began his,neutral
his three,neutral
three day,neutral
day official,neutral
official visit,neutral
visit with,neutral
with a,neutral
a bit,neutral
bit of,neutral
of sight,neutral
sight seeing,neutral
stopping first,neutral
first in,neutral
in southern,neutral
southern brazil,neutral
brazil at,neutral
at the,neutral
the spectacular,neutral
spectacular iguazu,neutral
iguazu falls,neutral
where some,neutral
waterfalls cascade,neutral
cascade over,neutral
over a,neutral
a foot,neutral
wide precipice,neutral
precipice at,neutral
at the,neutral
he has,neutral
has wanted,neutral
wanted to,neutral
to see,neutral
see the,neutral
the falls,neutral
falls for,neutral
for quite,neutral
quite sometime,neutral
said a,neutral
a senior,neutral
china city,neutral
city to,neutral
to curb,neutral
curb fees,neutral
fees on,neutral
on overseas,neutral
authorities in,neutral
in the,neutral
the booming,neutral
booming capital,neutral
capital of,neutral
of guangdong,neutral
guangdong province,neutral
province would,neutral
would cancel,neutral
cancel many,neutral
many charges,neutral
charges levied,neutral
levied on,neutral
on foreign,neutral
foreign firms,neutral
firms and,neutral
and cut,neutral
cut back,neutral
back on,neutral
on others,neutral
others to,neutral
to try,neutral
try to,neutral
to boost,neutral
boost foreign,neutral
foreign investment,neutral
government departments,neutral
departments in,neutral
in guangzhou,neutral
guangzhou currently,neutral
currently charged,neutral
charged overseas,neutral
overseas funded,neutral
funded companies,neutral
kinds of,neutral
of fees,neutral
billion yuan,neutral
a year,neutral
more than,neutral
than three,neutral
three times,neutral
times the,neutral
the total,neutral
taiwan s,neutral
s economics,neutral
economics minister,neutral
minister wang,neutral
wang chih,neutral
chih kang,neutral
kang said,neutral
said on,neutral
on saturday,neutral
saturday he,neutral
he would,neutral
would do,neutral
do his,neutral
his best,neutral
best to,neutral
to bring,neutral
bring the,neutral
the island,neutral
island s,neutral
s economic,neutral
economic growth,neutral
growth to,neutral
percent this,neutral
this year,neutral
despite a,neutral
a pessimistic,neutral
